Department,Book Name,Author,Publisher,Accession No
Education,Education Advanced Book 1703,S. Sharma,Oxford,ACC001703
Education,Education Advanced Book 1704,J. Das,Wiley,ACC001704
Electrical Engineering,Electrical Engineering Advanced Book 1705,R. Kumar,Oxford,ACC001705
Computer Science,Computer Science Advanced Book 1706,J. Das,Wiley,ACC001706
Environmental Science,Environmental Science Advanced Book 1707,P. Singh,Springer,ACC001707
English,English Advanced Book 1708,M. Khan,Pearson,ACC001708
Philosophy,Philosophy Advanced Book 1709,P. Singh,McGraw Hill,ACC001709
Economics,Economics Advanced Book 1710,S. Sharma,Wiley,ACC001710
Nursing,Nursing Advanced Book 1711,A. Iyer,Oxford,ACC001711
Environmental Science,Environmental Science Advanced Book 1712,S. Sharma,Cambridge,ACC001712
Physics,Physics Advanced Book 1713,D. Patel,Springer,ACC001713
Law,Law Advanced Book 1714,P. Singh,Springer,ACC001714
Agriculture,Agriculture Advanced Book 1715,R. Kumar,Elsevier,ACC001715
Agriculture,Agriculture Advanced Book 1716,M. Khan,McGraw Hill,ACC001716
Mathematics,Mathematics Advanced Book 1717,D. Patel,McGraw Hill,ACC001717
Economics,Economics Advanced Book 1718,A. Iyer,McGraw Hill,ACC001718
Education,Education Advanced Book 1719,J. Das,Pearson,ACC001719
Economics,Economics Advanced Book 1720,J. Das,Wiley,ACC001720
Electronics,Electronics Advanced Book 1721,J. Das,McGraw Hill,ACC001721
Computer Science,Computer Science Advanced Book 1722,J. Das,Oxford,ACC001722
Chemical Engineering,Chemical Engineering Advanced Book 1723,V. Rao,Elsevier,ACC001723
Chemistry,Chemistry Advanced Book 1724,V. Rao,McGraw Hill,ACC001724
Biotechnology,Biotechnology Advanced Book 1725,S. Sharma,Oxford,ACC001725
Management,Management Advanced Book 1726,S. Sharma,McGraw Hill,ACC001726
Agriculture,Agriculture Advanced Book 1727,J. Das,Elsevier,ACC001727
Agriculture,Agriculture Advanced Book 1728,P. Singh,McGraw Hill,ACC001728
Nursing,Nursing Advanced Book 1729,A. Iyer,Springer,ACC001729
Economics,Economics Advanced Book 1730,S. Sharma,McGraw Hill,ACC001730
Management,Management Advanced Book 1731,D. Patel,Oxford,ACC001731
Law,Law Advanced Book 1732,A. Iyer,Springer,ACC001732
Agriculture,Agriculture Advanced Book 1733,S. Sharma,Wiley,ACC001733
Law,Law Advanced Book 1734,M. Khan,Oxford,ACC001734
Data Science,Data Science Advanced Book 1735,J. Das,Elsevier,ACC001735
Commerce,Commerce Advanced Book 1736,P. Singh,Springer,ACC001736
Data Science,Data Science Advanced Book 1737,S. Sharma,Wiley,ACC001737
Philosophy,Philosophy Advanced Book 1738,P. Singh,Elsevier,ACC001738
Hindi,Hindi Advanced Book 1739,A. Iyer,Cambridge,ACC001739
Computer Science,Computer Science Advanced Book 1740,D. Patel,McGraw Hill,ACC001740
Physics,Physics Advanced Book 1741,J. Das,Springer,ACC001741
Commerce,Commerce Advanced Book 1742,M. Khan,Cambridge,ACC001742
Civil Engineering,Civil Engineering Advanced Book 1743,V. Rao,Springer,ACC001743
Hindi,Hindi Advanced Book 1744,V. Rao,McGraw Hill,ACC001744
Management,Management Advanced Book 1745,A. Iyer,Cambridge,ACC001745
Information Technology,Information Technology Advanced Book 1746,M. Khan,Oxford,ACC001746
Computer Science,Computer Science Advanced Book 1747,D. Patel,Elsevier,ACC001747
Artificial Intelligence,Artificial Intelligence Advanced Book 1748,M. Khan,Elsevier,ACC001748
Information Technology,Information Technology Advanced Book 1749,A. Iyer,McGraw Hill,ACC001749
Biotechnology,Biotechnology Advanced Book 1750,D. Patel,Elsevier,ACC001750
Chemical Engineering,Chemical Engineering Advanced Book 1751,J. Das,Cambridge,ACC001751
Physics,Physics Advanced Book 1752,M. Khan,Elsevier,ACC001752
Management,Management Advanced Book 1753,D. Patel,Pearson,ACC001753
Nursing,Nursing Advanced Book 1754,R. Kumar,Cambridge,ACC001754
Physics,Physics Advanced Book 1755,P. Singh,Cambridge,ACC001755
Physics,Physics Advanced Book 1756,S. Sharma,Oxford,ACC001756
English,English Advanced Book 1757,P. Singh,Oxford,ACC001757
Computer Science,Computer Science Advanced Book 1758,D. Patel,McGraw Hill,ACC001758
Psychology,Psychology Advanced Book 1759,S. Sharma,Wiley,ACC001759
Agriculture,Agriculture Advanced Book 1760,J. Das,Oxford,ACC001760
English,English Advanced Book 1761,V. Rao,Pearson,ACC001761
Commerce,Commerce Advanced Book 1762,P. Singh,Springer,ACC001762
Law,Law Advanced Book 1763,M. Khan,Oxford,ACC001763
Physics,Physics Advanced Book 1764,S. Sharma,Wiley,ACC001764
Political Science,Political Science Advanced Book 1765,J. Das,McGraw Hill,ACC001765
Data Science,Data Science Advanced Book 1766,P. Singh,Elsevier,ACC001766
English,English Advanced Book 1767,A. Iyer,Cambridge,ACC001767
Mathematics,Mathematics Advanced Book 1768,V. Rao,Oxford,ACC001768
Management,Management Advanced Book 1769,A. Iyer,Cambridge,ACC001769
Biotechnology,Biotechnology Advanced Book 1770,S. Sharma,Wiley,ACC001770
Data Science,Data Science Advanced Book 1771,S. Sharma,Wiley,ACC001771
Hindi,Hindi Advanced Book 1772,D. Patel,McGraw Hill,ACC001772
Biotechnology,Biotechnology Advanced Book 1773,J. Das,Springer,ACC001773
History,History Advanced Book 1774,S. Sharma,Wiley,ACC001774
Education,Education Advanced Book 1775,P. Singh,McGraw Hill,ACC001775
Pharmacy,Pharmacy Advanced Book 1776,J. Das,Pearson,ACC001776
Sociology,Sociology Advanced Book 1777,J. Das,McGraw Hill,ACC001777
Mathematics,Mathematics Advanced Book 1778,P. Singh,Cambridge,ACC001778
Chemical Engineering,Chemical Engineering Advanced Book 1779,A. Iyer,Elsevier,ACC001779
Electrical Engineering,Electrical Engineering Advanced Book 1780,J. Das,Pearson,ACC001780
Education,Education Advanced Book 1781,D. Patel,McGraw Hill,ACC001781
Tamil,Tamil Advanced Book 1782,S. Sharma,Cambridge,ACC001782
Psychology,Psychology Advanced Book 1783,J. Das,Cambridge,ACC001783
Sociology,Sociology Advanced Book 1784,M. Khan,Springer,ACC001784
History,History Advanced Book 1785,J. Das,Oxford,ACC001785
Nursing,Nursing Advanced Book 1786,A. Iyer,Pearson,ACC001786
Law,Law Advanced Book 1787,J. Das,Cambridge,ACC001787
Civil Engineering,Civil Engineering Advanced Book 1788,M. Khan,Elsevier,ACC001788
Biotechnology,Biotechnology Advanced Book 1789,S. Sharma,Pearson,ACC001789
Mathematics,Mathematics Advanced Book 1790,V. Rao,Wiley,ACC001790
Sociology,Sociology Advanced Book 1791,V. Rao,Elsevier,ACC001791
Mechanical Engineering,Mechanical Engineering Advanced Book 1792,R. Kumar,Springer,ACC001792
Hindi,Hindi Advanced Book 1793,D. Patel,Springer,ACC001793
Pharmacy,Pharmacy Advanced Book 1794,P. Singh,Cambridge,ACC001794
Pharmacy,Pharmacy Advanced Book 1795,R. Kumar,McGraw Hill,ACC001795
Data Science,Data Science Advanced Book 1796,A. Iyer,Wiley,ACC001796
Psychology,Psychology Advanced Book 1797,J. Das,Springer,ACC001797
History,History Advanced Book 1798,A. Iyer,Cambridge,ACC001798
Biotechnology,Biotechnology Advanced Book 1799,A. Iyer,Pearson,ACC001799
Architecture,Architecture Advanced Book 1800,A. Iyer,Elsevier,ACC001800
History,History Advanced Book 1801,D. Patel,Wiley,ACC001801
Philosophy,Philosophy Advanced Book 1802,P. Singh,McGraw Hill,ACC001802
Chemistry,Chemistry Advanced Book 1803,S. Sharma,Pearson,ACC001803
Nursing,Nursing Advanced Book 1804,R. Kumar,Springer,ACC001804
Chemistry,Chemistry Advanced Book 1805,P. Singh,Pearson,ACC001805
Chemistry,Chemistry Advanced Book 1806,V. Rao,Cambridge,ACC001806
English,English Advanced Book 1807,J. Das,Springer,ACC001807
Economics,Economics Advanced Book 1808,S. Sharma,Elsevier,ACC001808
Chemistry,Chemistry Advanced Book 1809,S. Sharma,Elsevier,ACC001809
Psychology,Psychology Advanced Book 1810,P. Singh,Elsevier,ACC001810
Psychology,Psychology Advanced Book 1811,S. Sharma,Elsevier,ACC001811
Sociology,Sociology Advanced Book 1812,M. Khan,Oxford,ACC001812
Chemistry,Chemistry Advanced Book 1813,P. Singh,Springer,ACC001813
Electrical Engineering,Electrical Engineering Advanced Book 1814,V. Rao,Cambridge,ACC001814
Commerce,Commerce Advanced Book 1815,S. Sharma,McGraw Hill,ACC001815
English,English Advanced Book 1816,M. Khan,Springer,ACC001816
Data Science,Data Science Advanced Book 1817,D. Patel,Elsevier,ACC001817
Electronics,Electronics Advanced Book 1818,A. Iyer,Pearson,ACC001818
History,History Advanced Book 1819,J. Das,Oxford,ACC001819
Information Technology,Information Technology Advanced Book 1820,A. Iyer,Pearson,ACC001820
Chemistry,Chemistry Advanced Book 1821,R. Kumar,Cambridge,ACC001821
Law,Law Advanced Book 1822,D. Patel,Oxford,ACC001822
Psychology,Psychology Advanced Book 1823,J. Das,Cambridge,ACC001823
Agriculture,Agriculture Advanced Book 1824,M. Khan,Wiley,ACC001824
Architecture,Architecture Advanced Book 1825,R. Kumar,Wiley,ACC001825
Education,Education Advanced Book 1826,S. Sharma,Springer,ACC001826
Hindi,Hindi Advanced Book 1827,V. Rao,Elsevier,ACC001827
Electrical Engineering,Electrical Engineering Advanced Book 1828,M. Khan,McGraw Hill,ACC001828
Tamil,Tamil Advanced Book 1829,D. Patel,Elsevier,ACC001829
Civil Engineering,Civil Engineering Advanced Book 1830,J. Das,Elsevier,ACC001830
History,History Advanced Book 1831,R. Kumar,Oxford,ACC001831
Electronics,Electronics Advanced Book 1832,S. Sharma,Pearson,ACC001832
Electronics,Electronics Advanced Book 1833,D. Patel,Pearson,ACC001833
Sociology,Sociology Advanced Book 1834,J. Das,Elsevier,ACC001834
Information Technology,Information Technology Advanced Book 1835,V. Rao,McGraw Hill,ACC001835
Education,Education Advanced Book 1836,R. Kumar,Oxford,ACC001836
Data Science,Data Science Advanced Book 1837,V. Rao,Pearson,ACC001837
Data Science,Data Science Advanced Book 1838,M. Khan,Springer,ACC001838
Chemical Engineering,Chemical Engineering Advanced Book 1839,R. Kumar,Springer,ACC001839
Nursing,Nursing Advanced Book 1840,V. Rao,Pearson,ACC001840
Law,Law Advanced Book 1841,R. Kumar,Oxford,ACC001841
Psychology,Psychology Advanced Book 1842,J. Das,Pearson,ACC001842
Computer Science,Computer Science Advanced Book 1843,R. Kumar,McGraw Hill,ACC001843
Management,Management Advanced Book 1844,A. Iyer,Cambridge,ACC001844
Mathematics,Mathematics Advanced Book 1845,A. Iyer,Elsevier,ACC001845
Chemistry,Chemistry Advanced Book 1846,V. Rao,Springer,ACC001846
Information Technology,Information Technology Advanced Book 1847,R. Kumar,Springer,ACC001847
Architecture,Architecture Advanced Book 1848,S. Sharma,Pearson,ACC001848
Biotechnology,Biotechnology Advanced Book 1849,S. Sharma,Wiley,ACC001849
Education,Education Advanced Book 1850,D. Patel,McGraw Hill,ACC001850
Pharmacy,Pharmacy Advanced Book 1851,V. Rao,Cambridge,ACC001851
Electrical Engineering,Electrical Engineering Advanced Book 1852,J. Das,McGraw Hill,ACC001852
Economics,Economics Advanced Book 1853,A. Iyer,Pearson,ACC001853
Law,Law Advanced Book 1854,D. Patel,Elsevier,ACC001854
Biotechnology,Biotechnology Advanced Book 1855,R. Kumar,Elsevier,ACC001855
Tamil,Tamil Advanced Book 1856,M. Khan,Wiley,ACC001856
Commerce,Commerce Advanced Book 1857,S. Sharma,Pearson,ACC001857
Chemistry,Chemistry Advanced Book 1858,D. Patel,McGraw Hill,ACC001858
Commerce,Commerce Advanced Book 1859,J. Das,Oxford,ACC001859
Physics,Physics Advanced Book 1860,S. Sharma,McGraw Hill,ACC001860
Commerce,Commerce Advanced Book 1861,D. Patel,Elsevier,ACC001861
Nursing,Nursing Advanced Book 1862,P. Singh,Elsevier,ACC001862
Artificial Intelligence,Artificial Intelligence Advanced Book 1863,J. Das,Pearson,ACC001863
Pharmacy,Pharmacy Advanced Book 1864,S. Sharma,Oxford,ACC001864
Electrical Engineering,Electrical Engineering Advanced Book 1865,S. Sharma,Springer,ACC001865
Pharmacy,Pharmacy Advanced Book 1866,V. Rao,Pearson,ACC001866
Physics,Physics Advanced Book 1867,V. Rao,Springer,ACC001867
History,History Advanced Book 1868,S. Sharma,Oxford,ACC001868
Political Science,Political Science Advanced Book 1869,D. Patel,Oxford,ACC001869
Pharmacy,Pharmacy Advanced Book 1870,M. Khan,Pearson,ACC001870
Biotechnology,Biotechnology Advanced Book 1871,A. Iyer,Pearson,ACC001871
Chemistry,Chemistry Advanced Book 1872,M. Khan,Springer,ACC001872
Mechanical Engineering,Mechanical Engineering Advanced Book 1873,M. Khan,McGraw Hill,ACC001873
Data Science,Data Science Advanced Book 1874,A. Iyer,Pearson,ACC001874
Tamil,Tamil Advanced Book 1875,M. Khan,Pearson,ACC001875
Sociology,Sociology Advanced Book 1876,A. Iyer,Pearson,ACC001876
Architecture,Architecture Advanced Book 1877,A. Iyer,Cambridge,ACC001877
Psychology,Psychology Advanced Book 1878,S. Sharma,Oxford,ACC001878
Pharmacy,Pharmacy Advanced Book 1879,P. Singh,Springer,ACC001879
Civil Engineering,Civil Engineering Advanced Book 1880,D. Patel,McGraw Hill,ACC001880
English,English Advanced Book 1881,D. Patel,Elsevier,ACC001881
Mathematics,Mathematics Advanced Book 1882,M. Khan,McGraw Hill,ACC001882
Psychology,Psychology Advanced Book 1883,J. Das,Elsevier,ACC001883
Biotechnology,Biotechnology Advanced Book 1884,S. Sharma,Cambridge,ACC001884
Political Science,Political Science Advanced Book 1885,P. Singh,Springer,ACC001885
Agriculture,Agriculture Advanced Book 1886,M. Khan,Elsevier,ACC001886
Information Technology,Information Technology Advanced Book 1887,A. Iyer,Cambridge,ACC001887
History,History Advanced Book 1888,R. Kumar,Pearson,ACC001888
Law,Law Advanced Book 1889,J. Das,Elsevier,ACC001889
Tamil,Tamil Advanced Book 1890,R. Kumar,Wiley,ACC001890
Philosophy,Philosophy Advanced Book 1891,M. Khan,Oxford,ACC001891
Pharmacy,Pharmacy Advanced Book 1892,J. Das,Elsevier,ACC001892
Pharmacy,Pharmacy Advanced Book 1893,P. Singh,Elsevier,ACC001893
Computer Science,Computer Science Advanced Book 1894,R. Kumar,Wiley,ACC001894
Computer Science,Computer Science Advanced Book 1895,D. Patel,Oxford,ACC001895
Agriculture,Agriculture Advanced Book 1896,M. Khan,Wiley,ACC001896
Data Science,Data Science Advanced Book 1897,J. Das,Cambridge,ACC001897
Mechanical Engineering,Mechanical Engineering Advanced Book 1898,A. Iyer,Oxford,ACC001898
Philosophy,Philosophy Advanced Book 1899,R. Kumar,Elsevier,ACC001899
Hindi,Hindi Advanced Book 1900,D. Patel,Oxford,ACC001900
Management,Management Advanced Book 1901,A. Iyer,McGraw Hill,ACC001901
Mathematics,Mathematics Advanced Book 1902,R. Kumar,Pearson,ACC001902
Electrical Engineering,Electrical Engineering Advanced Book 1903,J. Das,Wiley,ACC001903
Nursing,Nursing Advanced Book 1904,M. Khan,Pearson,ACC001904
Economics,Economics Advanced Book 1905,A. Iyer,Pearson,ACC001905
Education,Education Advanced Book 1906,J. Das,Oxford,ACC001906
Biotechnology,Biotechnology Advanced Book 1907,R. Kumar,Springer,ACC001907
Commerce,Commerce Advanced Book 1908,R. Kumar,Oxford,ACC001908
Psychology,Psychology Advanced Book 1909,P. Singh,Cambridge,ACC001909
Education,Education Advanced Book 1910,A. Iyer,Oxford,ACC001910
Psychology,Psychology Advanced Book 1911,P. Singh,McGraw Hill,ACC001911
Mechanical Engineering,Mechanical Engineering Advanced Book 1912,D. Patel,Oxford,ACC001912
Sociology,Sociology Advanced Book 1913,A. Iyer,Springer,ACC001913
Agriculture,Agriculture Advanced Book 1914,D. Patel,McGraw Hill,ACC001914
Philosophy,Philosophy Advanced Book 1915,R. Kumar,Springer,ACC001915
Data Science,Data Science Advanced Book 1916,P. Singh,Wiley,ACC001916
Information Technology,Information Technology Advanced Book 1917,M. Khan,Oxford,ACC001917
Architecture,Architecture Advanced Book 1918,A. Iyer,Elsevier,ACC001918
Education,Education Advanced Book 1919,A. Iyer,Wiley,ACC001919
Law,Law Advanced Book 1920,V. Rao,McGraw Hill,ACC001920
Physics,Physics Advanced Book 1921,R. Kumar,Wiley,ACC001921
Data Science,Data Science Advanced Book 1922,J. Das,Springer,ACC001922
Hindi,Hindi Advanced Book 1923,P. Singh,Pearson,ACC001923
Electronics,Electronics Advanced Book 1924,P. Singh,Cambridge,ACC001924
Pharmacy,Pharmacy Advanced Book 1925,R. Kumar,Wiley,ACC001925
Hindi,Hindi Advanced Book 1926,J. Das,Elsevier,ACC001926
Environmental Science,Environmental Science Advanced Book 1927,M. Khan,Elsevier,ACC001927
History,History Advanced Book 1928,P. Singh,Oxford,ACC001928
Mechanical Engineering,Mechanical Engineering Advanced Book 1929,D. Patel,Oxford,ACC001929
Management,Management Advanced Book 1930,V. Rao,Cambridge,ACC001930
Political Science,Political Science Advanced Book 1931,V. Rao,Cambridge,ACC001931
English,English Advanced Book 1932,D. Patel,Springer,ACC001932
Chemistry,Chemistry Advanced Book 1933,M. Khan,Springer,ACC001933
Electronics,Electronics Advanced Book 1934,R. Kumar,Wiley,ACC001934
Commerce,Commerce Advanced Book 1935,R. Kumar,Elsevier,ACC001935
Electronics,Electronics Advanced Book 1936,M. Khan,Cambridge,ACC001936
Tamil,Tamil Advanced Book 1937,R. Kumar,Elsevier,ACC001937
Data Science,Data Science Advanced Book 1938,P. Singh,Wiley,ACC001938
Electrical Engineering,Electrical Engineering Advanced Book 1939,V. Rao,Wiley,ACC001939
Mathematics,Mathematics Advanced Book 1940,J. Das,Pearson,ACC001940
Agriculture,Agriculture Advanced Book 1941,P. Singh,Elsevier,ACC001941
Political Science,Political Science Advanced Book 1942,P. Singh,Wiley,ACC001942
Electronics,Electronics Advanced Book 1943,M. Khan,McGraw Hill,ACC001943
Education,Education Advanced Book 1944,M. Khan,McGraw Hill,ACC001944
Biotechnology,Biotechnology Advanced Book 1945,M. Khan,Pearson,ACC001945
Economics,Economics Advanced Book 1946,D. Patel,Springer,ACC001946
Computer Science,Computer Science Advanced Book 1947,R. Kumar,Springer,ACC001947
Mathematics,Mathematics Advanced Book 1948,M. Khan,Pearson,ACC001948
Management,Management Advanced Book 1949,A. Iyer,Oxford,ACC001949
Chemical Engineering,Chemical Engineering Advanced Book 1950,S. Sharma,McGraw Hill,ACC001950
English,English Advanced Book 1951,D. Patel,Oxford,ACC001951
Nursing,Nursing Advanced Book 1952,P. Singh,Wiley,ACC001952
Hindi,Hindi Advanced Book 1953,S. Sharma,Pearson,ACC001953
Civil Engineering,Civil Engineering Advanced Book 1954,R. Kumar,McGraw Hill,ACC001954
Civil Engineering,Civil Engineering Advanced Book 1955,M. Khan,Cambridge,ACC001955
Electrical Engineering,Electrical Engineering Advanced Book 1956,A. Iyer,Wiley,ACC001956
Electrical Engineering,Electrical Engineering Advanced Book 1957,R. Kumar,McGraw Hill,ACC001957
Education,Education Advanced Book 1958,V. Rao,Oxford,ACC001958
Nursing,Nursing Advanced Book 1959,R. Kumar,Cambridge,ACC001959
Environmental Science,Environmental Science Advanced Book 1960,P. Singh,Springer,ACC001960
Philosophy,Philosophy Advanced Book 1961,S. Sharma,Wiley,ACC001961
Environmental Science,Environmental Science Advanced Book 1962,R. Kumar,Pearson,ACC001962
Education,Education Advanced Book 1963,P. Singh,Springer,ACC001963
Law,Law Advanced Book 1964,S. Sharma,Cambridge,ACC001964
Commerce,Commerce Advanced Book 1965,A. Iyer,Wiley,ACC001965
Artificial Intelligence,Artificial Intelligence Advanced Book 1966,J. Das,Wiley,ACC001966
